mls_number	Originating_MLS	status	address	bedrooms	bathrooms	list_price	sold_price	pending_date	settled_date	county	township	subdivision	school_district	age	sqft	total_rooms	fireplace_yn	basement_yn	garage_yn	est_taxes	acres	tax_year	assessment	condo_hoa_yn	assoc_fee_freq	zip_code	unit_number	dom	remarks	picture_url	design	style	exterior	heat_cool_util	garage_parking	basement_type	attic	interior_features	exterior_features	unit_floor_number	living_room_dim	dining_room_dim	kitchen_dim	family_room_dim	main_bedroom_dim	second_bedroom_dim	third_bedroom_dim	fourth_bedroom_dim	sold_concess	soldterms	newconst_yn	sellerconcessions	cnty	dtmodified	pid	pmp	certifications	additionalbankowned	additionalthirdpartyapproval	additionalshortsale	sellerconcessionsamount	finalshortsale	finalthirdpartyapproval	finalbankowned	distance	AbovrGrIntSqFt	BelowGrIntSqFt	HomeBuilt	BasemtFtPrintPercent	BasemtFinPrintPercent	Laundry_room
6502244	TREND	STL	10 Devon Ct, Robbinsville, NJ	2	1.1	$239,900	$227,000	02/16/2015	04/13/2015	Mercer County	Robbinsville Twp	Foxmoor	Robbinsville Twp	27	1,408	6	Y	N	N	$6,351	0.04	2014	221200	Y	M	08691-3101		46	Check out this awesome Townhouse in Foxmoor, with a beautiful view of the woods, and walking distance to the Pool.  It has hardwood floors, new baths, new furnace, new hot water heater, new Central Air, Fresh Paint, New doors and windows. Just move right in and enjoy !	http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6502244	2-Story	EndUnit/Row	VinylExt	GasHeat, HotAirHeat, CentralAir, GasHotWater, PublicWater, PublicSewer, 100-150AmpEl	NoGarage, 2-CarParking	NoBasement	AccessPanel	CableTVWired	Sidewalks, StreetLights		21 x 12	14 x 10	12 x 10		17 x 12	17 x 12			N	Conv	N		211	04/28/2015	601143292	46				False		False	False	False				N			10 x 8	
6503147	TREND	STL	118 Burnet Cres, Robbinsville, NJ	3	3.1	$379,900	$367,000	02/25/2015	04/01/2015	Mercer County	Robbinsville Twp	Washington Twn Ctr	Robbinsville Twp	12	1,600	8	N	Y	Y	$9,440	0.05	2014	328800	Y		08691-4170		49	TURN KEY READY! Come check out this gorgeous, bright and sunny brownstone in desirable Washington Town Center. This impeccably maintained townhome still has a brand new feel! The spacious open floor plan boasts beautiful gunstock hardwood floors throughout the main level, first floor staircase and 2nd floor hallway. The kitchen features beautiful upgraded 42 inch walnut cabinets, Corian countertops, GE appliances including a built-in microwave, range and dishwasher and an upgraded eyeball lightover the sink. Crown molding graces the entire first floor. EVERY room in this home is outfitted with convenient and aesthetically pleasing recessed lighting. Additionally, there are upgraded light fixtures and chandeliers throughout the entire house. This beautiful home features three bedrooms, each with its own  bath, and upgraded fixtures. The master bedroom has a large walk-in closet and en suite bathroom that includes a gorgeous custom shower, upgraded Corian countertops and dual sinks. Even the 2nd bedroom has its own walk-in closet! Also, the washer and dryer are very conveniently located on the 2nd floor behind folding doors. Additional upgrades: upgraded contemporary light fixtures, dual zone controlled HVAC, Detached 1-car garage plus additional parking concrete strip, full basement, and fenced yard. House was recently painted with perfect neutral colors. Highly acclaimed Robbinsville schools! This sought after award winning community has its own fishing lakes, playgrounds, paths, sidewalks, shopping and restaurants. This home is perfectly located minutes to major roadways to Philadelphia and NYC, as well as, Princeton and Hamilton train stations. Also 40 minutes to the beach! No Association fees	http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6503147	3+Story	Traditional	VinylExt, BrickExt	GasHeat, ZonedHeat, CentralAir, ElectricHtWt, PublicWater, PublicSewer	1-CarGarage, DetachedGar, 1-CarParking, StreetParkng	FullBasement	AccessPanel	SecuritySys, 9Ft+Ceiling, Attic/HseFan, CableTVWired, StallShower, EnrgyEfficntWdws	Sidewalks, StreetLights, Fencing		14 x 12	12 x 10	9 x 8	12 x 11	14 x 14	14 x 13	12 x 11		N	Conv	N		211	04/01/2015	601144195	49				False		False	False	False				N				
6503307	TREND	STL	2346 Route 33 402, Robbinsville, NJ	2	2.0	$254,000	$249,500	02/19/2015	06/30/2015	Mercer County	Robbinsville Twp	Town Center	Robbinsville Twp	3	1,288		N	N	N	$7,292	0.00	2014	0	Y	M	08691	402	44	Suite E-402 – Open and spacious 2 bedroom, 2 bath, condo for sale at the Lofts at Washington Town Center. This unit has double closets in the master bedroom and a large walk-in closet in the 2nd bedroom. The kitchen is open to the large great room and has an island, maple cabinets, granite counters, stainless steel appliances, range hood and microwave oven. Hardwood floors in the kitchen and great room. The in-unit laundry room, a reserved parking space and storage unit in the basement of the building offer all the conveniences you are looking for. Centrally located, this community is close to both Hamilton and Princeton Junction train stations, Route I-295, Route I-195 and the NJ Turnpike.  Agent: Agent must accompany client and stay for tour on 1st visit. Sales office is located at 2 N. Commerce Sq., Robbinsville, NJ 08691. Office hours are Tues. - Sunday 10 am to 5 pm. No evening hours available.	http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6503307	1-Story	Contemporary	SyntheticStucco	GasHeat, CentralAir, GasHotWater, PublicWater, PublicSewer	NoGarage, ParkingLot	NoBasement				4	18 x 20		9 x 12		12 x 13	11 x 15			N	Conv	N		211	07/01/2015	601144355	44				False		False	False	False				N				
6503564	TREND	STL	19 Devon Ct, Robbinsville, NJ	2	1.1	$214,872	$205,000	01/28/2015	03/16/2015	Mercer County	Robbinsville Twp	Foxmoor	Robbinsville Twp	27	1,192	5	N	N	N	$6,153	0.04	2014	214300	Y	M	08691-3102		17	Updated 2 Bedroom, 1.5 bath Bancroft model townhome in Nottinghill section of Foxmoor. Newer tile in entry foyer. Double closet for hanging coats and extra storage in foyer. Powder room off foyer, laundry room has newer Maytag washer and dryer and houses the new hot water heater. Heat & A/C are only 5-years-old. Carpeting in living room and dining room only a few months old. Top of line new ceiling fans in LR and Master BR. Kitchen has newer stainless steel refrigerator, stove, dishwasher, and microwave. Cabinets, countertop, kitchen sink and faucet, and backsplash as well as charming wallpaper, make this a very modern, inviting, eat in kitchen. Two good sized bedrooms with double closets off master BR, and large closet in 2nd BR. Bathroom has shower and soaking tub and dbl. sink. Newer sliding glass door leads to paver patio enclosed by new vinyl fence. All ext. wood is vinyl wrapped. Great location backing to tennis courts, within steps of pool. Very clean & neutral throughout. Location!Location!Location!	http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6503564	2-Story	Colonial	VinylExt	GasHeat, HotAirHeat, CentralAir, GasHotWater, PublicWater, PublicSewer, 100-150AmpEl	NoGarage, ParkingLot	NoBasement	AccessPanel	CeilngFan(s)			17 x 11	11 x 10	9 x 9		14 x 12	12 x 9			N	Conv	N		211	03/31/2015	601144612	17				False		False	False	False				N				
6504173	TREND	STL	6 Abbington Ln, Robbinsville, NJ	3	2.1	$440,000	$440,000	01/15/2015	02/20/2015	Mercer County	Robbinsville Twp	Carriage Walk	Robbinsville Twp	16	1,999	8	Y	Y	Y	$12,719	0.11	2014	443000	Y	M	08691-3465		7	Welcome home. Exquisite and stylish mint condition Carriage Walk Colonial now available. Features include gorgeous hardwood floors throughout entire home. Your kitchen is augmented by new GE stainless steel appliances, granite counters, tile backsplash, recessed lighting & pantry. Linger over morning meals in the sun filled breakfast room. Sliders lead to the fenced in back yard with a paver patio - great for pets and kiddies. The family room offers a cozy gas fireplace and a soaring ceiling. The 2nd floor offers an en suite master bedroom with a walk-in closet(10x7), a bathroom with a double vanity, soaking tub & separate stall shower. The 2nd floor is complemented with 2 addl bedrooms and a full bathroom. Huge basement is available for your finishing touches. Attached 2 car garage w automatic door. Great Robbinsville school district. All for you, the next owner.	http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6504173	2-Story	Colonial	VinylExt, Stcco/SimExt	GasHeat, HotAirHeat, CentralAir, GasHotWater, PublicWater, PublicSewer, 200-300AmpEl, CircBreakers	2-CarGarage, Att/BuiltInG, InsideAccess, GarDoorOpner, 3+CarParking, StreetParkng, DrivewayPrk	FullBasement	AccessPanel	Cathedral/Va, 9Ft+Ceiling, CeilngFan(s), CableTVWired, StallShower	Sidewalks, StreetLights, Fencing, UndrgrndElec		15 x 13	13 x 13	12 x 10	17 x 15	14 x 14	13 x 11	11 x 10		N	Conv	N		211	02/22/2015	601145221	7				False		False	False	False				N				
6505941	TREND	STL	3 Isa Ct, Robbinsville, NJ	2	2.1	$269,000	$265,000	02/20/2015	03/27/2015	Mercer County	Robbinsville Twp	Sharon Mews	Robbinsville Twp	28	1,547	6	Y	N	Y	$7,278	0.05	2014	253500	Y	M	08691-1330		38	Don't miss out on this 2 bedroom, 2 and a half bathroom Townhouse in Sharon Mews. This unit features numerous upgrades which include a luxurious kitchen with granite countertops and tile backsplash. The kitchen features a breakfast nook, new stainless steel appliances including a range, dishwasher, microwave and refrigerator. A built in spice rack rounds off the lush cabinets in the kitchen. Upgraded tiles welcome you into the foyer, dining and kitchen areas.  The handsome, contemporary interior boasts of high ceilings in addition to all solid oak doors and molding. An impressive living room offers 2 skylights and a beautiful brick wood burning fireplace. The adjoining dining room is cozy, with a sliding Pella patio door which overlooks the privately fenced-in backyard. The first floor also comprises a foyer with a skylight, half bathroom, a large coat closet and a laundry room. On the second level, you have a very spacious owner's suite which enjoys a large walk-in closet (with California closets) and a private full bathroom. Completing the second floor is a secondary bedroom, a full bathroom and a huge loft or common area which offers a plethora of potential uses. All the carpets on the second floor are newly installed. A one car garage and paved driveway provide ample parking in addition to off street parking plus community parking spaces. Located within minutes of Town Center in Robbinsville, this home enjoys all the conveniences of the downtown area, shopping and expedient commutes to Routes 33, 130, 195 as well as the New Jersey Turnpike.	http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6505941	2-Story	Contemporary, EndUnit/Row	VinylExt, BrickExt	GasHeat, HotAirHeat, CentralAir, GasHotWater, PublicWater, PublicSewer	1-CarGarage, DrivewayPrk, ParkingLot	NoBasement	AccessPanel	Skylight(s), Cathedral/Va, CeilngFan(s), CableTVWired	Sidewalks, StreetLights		19 x 14	10 x 9	10 x 10		16 x 15	11 x 10			N	Conv	N		211	05/01/2015	601146989	38				False		False	False	False				N			9 x 5	
6507227	TREND	STL	1028 Robbinsville Edinburg Rd, Robbinsville, NJ	3	2.2	$449,950	$450,000	01/30/2015	03/30/2015	Mercer County	Robbinsville Twp	Town Center	Robbinsville Twp	8	2,270	8	N	Y	Y	$10,956	0.09	2014	381600	Y		08691-4198		15	Beautiful Move in Ready, High end Townhouse in Robbinsville.  3 Bedrooms.  2 Full Bathrooms, 2 Partial Bathrooms.  Hardwood floors throughout, ceramic tile in kitchen and bathrooms.  Kitchen features granite countertops, extended cabinets, and butlers pantry.  Main floor also includes living room, dining room, family and laundry. Second floor features large master bedroom with master bathroom and two walk in closets. Two additional bedrooms and full bathroom complete the second floor.  New finished basement features wood floors, carpet and a half bathroom perfect for entertaining.  Outside features a paver patio and fenced in yard.  This is a must see!	http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6507227	2-Story	Colonial, EndUnit/Row	VinylExt, BrickExt	GasHeat, CentralAir, GasHotWater, PublicWater, PublicSewer	1-CarGarage, Att/BuiltInG, StreetParkng, DrivewayPrk	FullBasement	AccessPanel	9Ft+Ceiling, CeilngFan(s), CableTVWired, WhirlPool/Ho	Sidewalks, StreetLights		13 x 13	13 x 11	15 x 7	14 x 14	18 x 16	12 x 11	12 x 10		N	Conv	N		211	03/31/2015	601148275	15				False		False	False	False				N				
6508760	TREND	STL	137 Wyndham Pl, Robbinsville, NJ	2	2.0	$177,900	$170,000	04/28/2015	05/22/2015	Mercer County	Robbinsville Twp	Wyndham Place	Robbinsville Twp	28	983	5	N	N	N	$4,433	0.00	2014	154400	Y	M	08691-3129		99	Great Unit!!  Move right into this light and bright first floor (end-unit) condominium in highly demanded Robbinsville.  This brick-front Wyndham Place Condo is a rare find.  It's a (2) bedroom & (2) bath end unit with a wooded view.  This sunny unit features an open floor plan that has a living room with recessed lighting that's adjacent to a dining room and a fresh-looking kitchen with stainless appliances.  New flooring throughout to include laminate in the living areas and ceramic tiling in the kitchen and baths.  You'll be impressed with the good-sized master bedroom with it's own full bath and walk-in closet and you can access the patio and storage rooms from siding doors exiting from the other bedroom. This condominium has just been freshly painted throughout and its neutral décor is very inviting.  The laundry area is just off the hallway and the washer & dryer will remain.  You can enjoy the community pool, and tennis courts, and walking distance to restaurants and stores along with easy access to public transportation and major thoroughfares.  The Robbinsville School District is in high demand.	http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6508760	1-Story	Traditional, EndUnit/Row	VinylExt, BrickExt	GasHeat, HotAirHeat, CentralAir, GasHotWater, PublicWater, PublicSewer, 100-150AmpEl	NoGarage, Asgn/DeedPrk, ParkingLot, Shared	NoBasement		CableTVWired	Sidewalks, StreetLights, UndrgrndElec, ExteriorLght	1	19 x 13	11 x 9	11 x 10		16 x 13	11 x 10			N	Cash	N		211	06/19/2015	601149808	104				False		False	False	True				N				
6509294	TREND	STL	77 Church St, Hightstown, NJ	3	2.0	$219,900	$200,000	02/03/2015	04/07/2015	Mercer County	Robbinsville Twp	None Available	Robbinsville Twp	88	1,478	7	Y	Y	Y	$9,003	0.41	2014	313600	Y		08561		17	Great Opportunity to own a home in Robbinsville School System cute "Windsor" property with large lot and lots of potential. Enjoy the seasons on the screen front porch.  This expanded ranch boasts a larger family room with vaulted ceiling and wood burning fireplace,Study,nice size kitchen with sunny breakfast area,and large living room	http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6509294	1-Story	Ranch	Stcco/SimExt	OilHeat, HotWaterHeat, NoA/C, ElectricHtWt, PublicWater, PublicSewer, 100-150AmpEl	2-CarGarage, DetachedGar, 3+CarParking	FullBasement	WalkUpAttic				25 x 15		19 x 11		13 x 12	12 x 11	12 x 11		Y	Conv	N		211	04/08/2015	601150342	17				False	1	False	False	False				N				
6509359	TREND	STL	129 Hillside Dr, Robbinsville, NJ	3	2.0	$339,900	$330,000	03/13/2015	04/17/2015	Mercer County	Robbinsville Twp	Hillside Terrace	Robbinsville Twp	52	1,656	7	Y	Y	Y	$9,474	0.67	2014	330000	Y		08691-3614		52	Welcome to this warm and inviting 3BR 2 full bath ranch style home with finished basement and oversized 2 car garage in the lovely neighborhood of Hillside Terrace.  Partial brick front and front porch add to the curb appeal.  Hardwood floors can be found under the carpet in the living, dining room, and hallway while the hardwood floors in the family room and all three bedrooms are newly sanded and refinished.  Living room features crown molding and a double sided woodburning fireplace.  Formal dining room has crown and chair rail molding.  The kitchen offers upgraded oak cabinets, wall oven, cooktop, and built in microwave.  Spacious family room has double sided stone fireplace.  Master bedroom has its own full bath.  Another full bath can be found in the hallway.  Finished basement with separate area for storage can be used for recreation or additional sitting room.  Screened in porch with mahogany flooring overlooks the serene yard with shrubs and perennial plantings that attract birds and other wildlife.  Newer roof (2010), newly painted interior, storage shed, 1st floor laundry, and more!  All this within minutes to schools, shopping, and major roads such as Rt. 130, NJ Tpke, 195 for easier commute.  Top rated Robbinsville schools!	http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6509359	1-Story	Ranch	WoodExt, BrickExt	OilHeat, HotAirHeat, CentralAir, PropaneHtWtr, PublicWater, PublicSewer	2-CarGarage, Att/BuiltInG, DrivewayPrk	FullBasement	PullDnStairs				17 x 11	12 x 11	12 x 10	17 x 11	15 x 11	11 x 9	11 x 11		N	Conv	N		211	04/18/2015	601150407	52				False		False	False	False				N				
